Word,Engine Output,Lexicon Answer,Final Output,Match,Notes
তাড়াতাড়ি করো।,t - a - r - a - t - a - r - i - | - k - o - r - O,t - a - r - a - t - a - r - i - | - k - o - r - O,t - a - r - a - t - a - r - i - | - k - o - r - O,✅,
আস্তে চলো।,a - st - e - | - ch - o - l - O,a - st - e - | - ch - o - l - O,a - st - e - | - ch - o - l - O,✅,
আমার দিকে তাকাও।,a - m - a - r - | - d - i - k - e - | - t - a - k - a - O,a - m - a - r - | - d - i - k - e - | - t - a - k - a - O,a - m - a - r - | - d - i - k - e - | - t - a - k - a - O,✅,
এই কাজটা করে দাও।,e - i - | - k - a - j - T - a - | - k - O - r - e - | - d - a - O,e - i - | - k - a - j - T - a - | - k - O - r - e - | - d - a - O,e - i - | - k - a - j - T - a - | - k - O - r - e - | - d - a - O,✅,
আলো নিভিয়ে দাও।,a - l - O - | - n - i - bh - i - y - e - | - d - a - O,a - l - O - | - n - i - bh - i - y - e - | - d - a - O,a - l - O - | - n - i - bh - i - y - e - | - d - a - O,✅,
জানালা খুলে দাও।,j - a - n - a - l - a - | - kh - u - l - e - | - d - a - O,j - a - n - a - l - a - | - kh - u - l - e - | - d - a - O,j - a - n - a - l - a - | - kh - u - l - e - | - d - a - O,✅,
একটু অপেক্ষা করো।,e - k - T - u - | - o - p - e - kkh - a - | - k - o - r - O,e - k - T - u - | - o - p - e - kkh - a - | - k - o - r - O,e - k - T - u - | - o - p - e - kkh - a - | - k - o - r - O,✅,
সাবধানে যাও।,sh - a - b - dh - a - n - e - | - j - a - O,sh - a - b - dh - a - n - e - | - j - a - O,sh - a - b - dh - a - n - e - | - j - a - O,✅,
সময়ের কাজ সময়ে করা উচিত।,sh - o - m - y - e - r - | - k - a - j - | - sh - o - m - y - e - | - k - o - r - a - | - u - ch - i - t,sh - o - m - o - y - e - r - | - k - a - j - | - sh - o - m - o - y - e - | - k - o - r - a - | - u - ch - i - t,sh - o - m - o - y - e - r - | - k - a - j - | - sh - o - m - o - y - e - | - k - o - r - a - | - u - ch - i - t,❌,
পরিশ্রম সাফল্যের চাবিকাঠি।,p - O - r - i - s - r - o - m - | - sh - a - ph - l - l - e - r - | - ch - a - b - i - k - a - Th - i,p - O - r - i - s - r - o - m - | - sh - a - ph - o - l - l - e - r - | - ch - a - b - i - k - a - Th - i,p - O - r - i - s - r - o - m - | - sh - a - ph - o - l - l - e - r - | - ch - a - b - i - k - a - Th - i,❌,
সব ভালো তার শেষ ভালো যার।,sh - o - b - | - bh - a - l - O - | - t - a - r - | - sh - e - sh - | - bh - a - l - O - | - j - a - r,sh - o - b - | - bh - a - l - O - | - t - a - r - | - sh - e - sh - | - bh - a - l - O - | - j - a - r,sh - o - b - | - bh - a - l - O - | - t - a - r - | - sh - e - sh - | - bh - a - l - O - | - j - a - r,✅,
অতি লোভে তাঁতি নষ্ট।,o - t - i - | - l - O - bh - e - | - t - a~ - t - i - | - n - o - shT - O,O - t - i - | - l - O - bh - e - | - t - a~ - t - i - | - n - o - shT - O,O - t - i - | - l - O - bh - e - | - t - a~ - t - i - | - n - o - shT - O,❌,
যেমন কর্ম তেমন ফল।,j - E - m - o - n - | - k - o - r - m - O - | - t - E - m - o - n - | - ph - o - l,j - E - m - o - n - | - k - o - r - m - O - | - t - E - m - o - n - | - ph - o - l,j - E - m - o - n - | - k - o - r - m - O - | - t - E - m - o - n - | - ph - o - l,✅,
নিজের পায়ে নিজে কুড়াল মারা।,n - i - j - e - r - | - p - a - y - e - | - n - i - j - e - | - k - u - r - a - l - | - m - a - r - a,n - i - j - e - r - | - p - a - y - e - | - n - i - j - e - | - k - u - r - a - l - | - m - a - r - a,n - i - j - e - r - | - p - a - y - e - | - n - i - j - e - | - k - u - r - a - l - | - m - a - r - a,✅,
আপন ভালো পাগলেও বোঝে।,a - p - o - n - | - bh - a - l - O - | - p - a - g - l - e - O - | - b - O - jh - e,a - p - O - n - | - bh - a - l - O - | - p - a - g - O - l - e - O - | - b - O - jh - e,a - p - O - n - | - bh - a - l - O - | - p - a - g - O - l - e - O - | - b - O - jh - e,❌,
চোরের মায়ের বড় গলা।,ch - O - r - e - r - | - m - a - y - e - r - | - b - o - r - | - g - o - l - a,ch - O - r - e - r - | - m - a - y - e - r - | - b - o - r - O - | - g - o - l - a,ch - O - r - e - r - | - m - a - y - e - r - | - b - o - r - O - | - g - o - l - a,❌,
একতাই বল।,e - k - t - a - i - | - b - o - l,E - k - O - t - a - i - | - b - o - l,E - k - O - t - a - i - | - b - o - l,❌,
স্বাস্থ্যই সম্পদ।,sh - a - s - th - o - i - | - sh - o - mp - o - d,sh - a - s - th - o - i - | - sh - o - mp - o - d,sh - a - s - th - o - i - | - sh - o - mp - o - d,✅,
সিদ্ধ ডিম খেতে ভালো লাগে।,sh - i - d - dh - O - | - D - i - m - | - kh - e - t - e - | - bh - a - l - O - | - l - a - g - e,sh - i - d - dh - O - | - D - i - m - | - kh - e - t - e - | - bh - a - l - O - | - l - a - g - e,sh - i - d - dh - O - | - D - i - m - | - kh - e - t - e - | - bh - a - l - O - | - l - a - g - e,✅,
যুদ্ধ সবসময় ক্ষতিকর।,j - u - d - dh - O - | - sh - o - b - sh - m - o - y - | - kkh - o - t - i - k - o - r,j - u - d - dh - O - | - sh - o - b - sh - o - m - o - y - | - kkh - O - t - i - k - o - r,j - u - d - dh - O - | - sh - o - b - sh - o - m - o - y - | - kkh - O - t - i - k - o - r,❌,
আমার স্বাস্থ্য ভালো না।,a - m - a - r - | - sh - a - s - th - O - | - bh - a - l - O - | - n - a,a - m - a - r - | - sh - a - s - th - O - | - bh - a - l - O - | - n - a,a - m - a - r - | - sh - a - s - th - O - | - bh - a - l - O - | - n - a,✅,
আমি সমস্যায় পড়েছি।,a - m - i - | - sh - o - m - sh - sh - a - y - | - p - O - r - e - chh - i,a - m - i - | - sh - o - m - O - sh - sh - a - y - | - p - O - r - E - chh - i,a - m - i - | - sh - o - m - O - sh - sh - a - y - | - p - O - r - E - chh - i,❌,
তার দৃষ্টি অনেক তীক্ষ্ণ।,t - a - r - | - d - ri - shT - i - | - o - n - e - k - | - t - i - k - h - n - O,t - a - r - | - d - ri - shT - i - | - o - n - e - k - | - t - i - k - h - n - O,t - a - r - | - d - ri - shT - i - | - o - n - e - k - | - t - i - k - h - n - O,✅,
আমাদের উদ্দেশ্য ভালো ছিল।,a - m - a - d - e - r - | - u - d - d - e - sh - sh - O - | - bh - a - l - O - | - chh - i - l,a - m - a - d - e - r - | - u - d - d - e - sh - sh - O - | - bh - a - l - O - | - chh - i - l - o,a - m - a - d - e - r - | - u - d - d - e - sh - sh - O - | - bh - a - l - O - | - chh - i - l - o,❌,
সে অন্ধ হয়ে গেছে।,sh - e - | - o - ndh - O - | - h - O - y - e - | - g - e - chh - e,sh - e - | - o - ndh - O - | - h - O - y - e - | - g - e - chh - e,sh - e - | - o - ndh - O - | - h - O - y - e - | - g - e - chh - e,✅,
আমি একটা গ্রন্থ পড়ছি।,a - m - i - | - e - k - T - a - | - gr - o - n - th - O - | - p - o - r - chh - i,a - m - i - | - E - k - T - a - | - gr - o - n - th - O - | - p - o - r - chh - i,a - m - i - | - E - k - T - a - | - gr - o - n - th - O - | - p - o - r - chh - i,❌,
তোমার লক্ষ্য কী?,t - O - m - a - r - | - l - o - kkh - O - | - k - i,t - O - m - a - r - | - l - o - kkh - O - | - k - i,t - O - m - a - r - | - l - o - kkh - O - | - k - i,✅,
আমাদের দেশ স্বাধীন।,a - m - a - d - e - r - | - d - e - sh - | - sh - a - dh - i - n,a - m - a - d - e - r - | - d - e - sh - | - sh - a - dh - i - n,a - m - a - d - e - r - | - d - e - sh - | - sh - a - dh - i - n,✅,
মন্ত্রী আজ ভাষণ দিলেন।,m - O - n - t - r - i - | - a - j - | - bh - a - sh - O - n - | - d - i - l - e - n,m - O - n - t - r - i - | - a - j - | - bh - a - sh - O - n - | - d - i - l - e - n,m - O - n - t - r - i - | - a - j - | - bh - a - sh - O - n - | - d - i - l - e - n,✅,
কৃষ্ণ রঙের গাড়ি সুন্দর।,k - ri - shN - O - | - r - O - ng - e - r - | - g - a - r - i - | - sh - u - nd - o - r,k - ri - shN - O - | - r - o - ng - e - r - | - g - a - r - i - | - sh - u - nd - O - r,k - ri - shN - O - | - r - o - ng - e - r - | - g - a - r - i - | - sh - u - nd - O - r,❌,
এই ফুলটা পদ্ম।,e - i - | - ph - u - l - T - a - | - p - o - d - d - O,e - i - | - ph - u - l - T - a - | - p - o - d - d - O,e - i - | - ph - u - l - T - a - | - p - o - d - d - O,✅,
আমি একটা রাষ্ট্র সম্পর্কে পড়ছি।,a - m - i - | - e - k - T - a - | - r - a - sh - T - r - O - | - sh - o - mp - r - k - e - | - p - o - r - chh - i,a - m - i - | - E - k - T - a - | - r - a - sh - T - r - O - | - sh - o - mp - O - r - k - e - | - p - O - r - chh - i,a - m - i - | - E - k - T - a - | - r - a - sh - T - r - O - | - sh - o - mp - O - r - k - e - | - p - O - r - chh - i,❌,
তার কথায় আমি সন্দেহ করি।,t - a - r - | - k - o - th - a - y - | - a - m - i - | - sh - O - nd - e - h - | - k - O - r - i,t - a - r - | - k - o - th - a - y - | - a - m - i - | - sh - o - nd - e - h - O - | - k - O - r - i,t - a - r - | - k - o - th - a - y - | - a - m - i - | - sh - o - nd - e - h - O - | - k - O - r - i,❌,
প্রতিষ্ঠানটি অনেক পুরনো।,pr - o - t - i - shTh - a - n - T - i - | - o - n - e - k - | - p - u - r - n - O,pr - O - t - i - shTh - a - n - T - i - | - o - n - e - k - | - p - u - r - O - n - O,pr - O - t - i - shTh - a - n - T - i - | - o - n - e - k - | - p - u - r - O - n - O,❌,
নিঃশ্বাস নিতে কষ্ট হচ্ছে।,n - i - h - sh - sh - a - sh - | - n - i - t - e - | - k - o - shT - O - | - h - O - ch - chh - e,n - i - h - sh - sh - a - sh - | - n - i - t - e - | - k - o - shT - O - | - h - O - ch - chh - e,n - i - h - sh - sh - a - sh - | - n - i - t - e - | - k - o - shT - O - | - h - O - ch - chh - e,✅,
পহেলা বৈশাখ,p - O - h - e - l - a - | - b - oi - sh - a - kh,p - o - h - e - l - a - | - b - oi - sh - a - kh,p - o - h - e - l - a - | - b - oi - sh - a - kh,❌,
ঈদুল ফিতর,i - d - u - l - | - ph - i - t - o - r,i - d - u - l - | - ph - i - t - o - r,i - d - u - l - | - ph - i - t - o - r,✅,
ঈদুল আযহা,i - d - u - l - | - a - j - h - a,i - d - u - l - | - a - j - h - a,i - d - u - l - | - a - j - h - a,✅,
দুর্গাপূজা,d - u - r - g - a - p - u - j - a,d - u - r - g - a - p - u - j - a,d - u - r - g - a - p - u - j - a,✅,
বড়দিন,b - o - r - d - i - n,b - o - r - O - d - i - n,b - o - r - O - d - i - n,❌,
নববর্ষ,n - o - b - b - o - r - sh - O,n - o - b - O - b - o - r - sh - O,n - o - b - O - b - o - r - sh - O,❌,
মেলা,m - E - l - a,m - E - l - a,m - E - l - a,✅,
সংস্কৃতি,sh - o - ng - s - k - ri - t - i,sh - o - ng - sh - k - ri - t - i,sh - o - ng - sh - k - ri - t - i,❌,
ঐতিহ্য,oi - t - i - j - j - O,oi - t - i - j - j - O,oi - t - i - j - j - O,✅,
পোশাক,p - O - sh - a - k,p - O - sh - a - k,p - O - sh - a - k,✅,
কাটা,k - a - T - a,k - a - T - a,k - a - T - a,✅,
ভাজা,bh - a - j - a,bh - a - j - a,bh - a - j - a,✅,
মেশানো,m - e - sh - a - n - O,m - e - sh - a - n - O,m - e - sh - a - n - O,✅,
ঢালা,Dh - a - l - a,Dh - a - l - a,Dh - a - l - a,✅,
পরিবেশন,p - O - r - i - b - e - sh - o - n,p - O - r - i - b - e - sh - O - n,p - O - r - i - b - e - sh - O - n,❌,
গরম করা,g - o - r - O - m - | - k - o - r - a,g - o - r - O - m - | - k - o - r - a,g - o - r - O - m - | - k - o - r - a,✅,
ধোয়া,dh - O - y - a,dh - O - y - a,dh - O - y - a,✅,
কুচি,k - u - ch - i,k - u - ch - i,k - u - ch - i,✅,
সেদ্ধ,sh - e - d - dh - O,sh - e - d - dh - O,sh - e - d - dh - O,✅,
মসলা,m - o - sh - l - a,m - o - sh - l - a,m - o - sh - l - a,✅,
কোম্পানি,k - O - mp - a - n - i,k - O - mp - a - n - i,k - O - mp - a - n - i,✅,
চাকরি,ch - a - k - r - i,ch - a - k - r - i,ch - a - k - r - i,✅,
বেতন,b - e - t - o - n,b - e - t - o - n,b - e - t - o - n,✅,
মিটিং,m - i - T - i - ng,m - i - T - i - ng,m - i - T - i - ng,✅,
প্রকল্প,pr - o - k - o - l - p - O,pr - O - k - O - l - p - O,pr - O - k - O - l - p - O,❌,
গ্রাহক,gr - a - h - o - k,gr - a - h - O - k,gr - a - h - O - k,❌,
বিক্রয়,b - i - kr - o - y,b - i - kr - o - y,b - i - kr - o - y,✅,
বাজেট,b - a - j - e - T,b - a - j - e - T,b - a - j - e - T,✅,
কর্মচারী,k - o - r - m - ch - a - r - i,k - o - r - m - O - ch - a - r - i,k - o - r - m - O - ch - a - r - i,❌,
পদত্যাগ,p - o - d - t - t - a - g,p - O - d - O - t - t - a - g,p - O - d - O - t - t - a - g,❌,
পরমাণু,p - o - r - m - a - n - u,p - o - r - O - m - a - n - u,p - o - r - O - m - a - n - u,❌,
অণু,o - n - u,O - n - u,O - n - u,❌,
মহাকর্ষ,m - o - h - a - k - o - r - sh - O,m - o - h - a - k - o - r - sh - O,m - o - h - a - k - o - r - sh - O,✅,
গ্রহ,gr - o - h,gr - o - h - O,gr - o - h - O,❌,
নক্ষত্র,n - o - kkh - o - tr - O,n - o - kkh - o - tr - O,n - o - kkh - o - tr - O,✅,
বিবর্তন,b - i - b - o - r - t - o - n,b - i - b - o - r - t - O - n,b - i - b - o - r - t - O - n,❌,
জীবাণু,j - i - b - a - n - u,j - i - b - a - n - u,j - i - b - a - n - u,✅,
রাসায়নিক,r - a - sh - a - y - n - i - k,r - a - sh - a - y - O - n - i - k,r - a - sh - a - y - O - n - i - k,❌,
আবিষ্কার,a - b - i - sh - k - a - r,a - b - i - sh - k - a - r,a - b - i - sh - k - a - r,✅,
পরীক্ষাগার,p - O - r - i - kkh - a - g - a - r,p - O - r - i - kkh - a - g - a - r,p - O - r - i - kkh - a - g - a - r,✅,
সংগীত,sh - O - ng - g - i - t,sh - O - ng - g - i - t,sh - O - ng - g - i - t,✅,
চিত্রকলা,ch - i - tr - k - l - a,ch - i - tr - O - k - o - l - a,ch - i - tr - O - k - o - l - a,❌,
ভাস্কর্য,bh - a - s - k - o - r - j - O,bh - a - sh - k - o - r - j - O,bh - a - sh - k - o - r - j - O,❌,
কবিতা,k - O - b - i - t - a,k - O - b - i - t - a,k - O - b - i - t - a,✅,
উপন্যাস,u - p - n - n - a - sh,u - p - O - n - n - a - sh,u - p - O - n - n - a - sh,❌,
চলচ্চিত্র,ch - o - l - ch - ch - i - tr - O,ch - o - l - o - ch - ch - i - tr - o,ch - o - l - o - ch - ch - i - tr - o,❌,
শিল্পকলা,sh - i - l - p - k - l - a,sh - i - l - p - O - k - o - l - a,sh - i - l - p - O - k - o - l - a,❌,
নৃত্য,n - ri - t - t - O,n - ri - t - t - O,n - ri - t - t - O,✅,
দ্রুত,d - r - u - t,d - r - u - t - O,d - r - u - t - O,❌,
ধীরে,dh - i - r - e,dh - i - r - e,dh - i - r - e,✅,
সহজ,sh - o - h - o - j,sh - o - h - o - j,sh - o - h - o - j,✅,
কঠিন,k - O - Th - i - n,k - O - Th - i - n,k - O - Th - i - n,✅,
উজ্জ্বল,u - j - j - b - o - l,u - j - j - o - l,u - j - j - o - l,❌,
অন্ধকার,o - ndh - k - a - r,o - ndh - o - k - a - r,o - ndh - o - k - a - r,❌,
শান্ত,sh - a - nt - O,sh - a - nt - O,sh - a - nt - O,✅,
ব্যস্ত,b - A - st - O,b - A - st - O,b - A - st - O,✅,
স্বাভাবিক,sh - a - bh - a - b - i - k,sh - a - bh - a - b - i - k,sh - a - bh - a - b - i - k,✅,
অস্বাভাবিক,o - sh - a - bh - a - b - i - k,o - sh - sh - a - bh - a - b - i - k,o - sh - sh - a - bh - a - b - i - k,❌,
বনভূমি,b - o - n - bh - u - m - i,b - o - n - O - bh - u - m - i,b - o - n - O - bh - u - m - i,❌,
জলপ্রপাত,j - o - l - o - pr - p - a - t,j - o - l - O - pr - O - p - a - t,j - o - l - O - pr - O - p - a - t,❌,
মহাসাগর,m - o - h - a - sh - a - g - O - r,m - o - h - a - sh - a - g - O - r,m - o - h - a - sh - a - g - O - r,✅,
দ্বীপপুঞ্জ,dw - i - p - p - u - nj - O,d - i - p - p - u - nj - O,d - i - p - p - u - nj - O,❌,
আগ্নেয়গিরি,a - g - n - e - y - g - i - r - i,a - g - n - e - y - O - g - i - r - i,a - g - n - e - y - O - g - i - r - i,❌,
